word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,X.char_freq_..3B.,X.char_freq_..28.,X.char_freq_..5B.,X.char_freq_..21.,X.char_freq_..24.,X.char_freq_..23.,capital_run_length_average,capital_run_length_longest,capital_run_length_total,class
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],(0.335; Inf],(0.075;0.265],(0.01; Inf],(0.015; Inf],(0.045; Inf],(0.045; Inf],(0.045;1.825],(0.245;0.985],(0.105; Inf],[-Inf;0.045],(0.025; Inf],[-Inf;0.095],[-Inf;0.065],(0.015; Inf],(1.195;1.785],(0.075; Inf],(0.375;1.035],[-Inf;0.115],(0.335; Inf],(0.035; Inf],[-Inf;0.12],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],(0.015;0.535],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],(0.015;0.125],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],(0.0795;0.3065],(0.1475; Inf],(0.0075;0.0355],(4.813; Inf],(251.5; Inf],(697; Inf],1
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],(0.015; Inf],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(1.495; Inf],(0.12; Inf],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],(5.5;9.5],(52.5;130.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(2.805; Inf],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(1.785;7.205],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],(0.44; Inf],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],[-Inf;5.5],[-Inf;18.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(1.785;7.205],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(1.495; Inf],(0.12; Inf],(0.44; Inf],(0.01; Inf],(0.125; Inf],(0.125; Inf],(0.045; Inf],(0.045; Inf],[-Inf;0.085],(0.195; Inf],(0.195; Inf],(1.625; Inf],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],(0.535; Inf],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.2925; Inf],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(9.5;18.5],(18.5;52.5],0
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],(0.045;0.335],[-Inf;0.075],[-Inf;0.01],(0.015; Inf],[-Inf;0.045],(0.045; Inf],[-Inf;0.045],(0.245;0.985],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],(0.095; Inf],(0.065;0.94],(0.015; Inf],(0.115;1.195],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],(0.745; Inf],[-Inf;0.195],[-Inf;0.195],(0.085;1.625],(0.105; Inf],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],(0.125; Inf],[-Inf; Inf],(0.01; Inf],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],(55.5;251.5],(697; Inf],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],(0.045;0.335],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(0.245;0.985],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],[-Inf;0.12],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],(0.125; Inf],[-Inf;0.045],[-Inf;0.045],(0.085;0.745],[-Inf;0.195],(0.195; Inf],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.002;0.1105],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],(9.5;18.5],(52.5;130.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],(0.335; Inf],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],(1.455; Inf],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],[-Inf;5.5],[-Inf;18.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(2.805; Inf],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],(0.94; Inf],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],(0.12; Inf],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],(0.745; Inf],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(9.5;18.5],(52.5;130.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],(0.045; Inf],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(1.785;7.205],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],(0.44; Inf],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],(0.3065; Inf],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],[-Inf;5.5],(18.5;52.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],(0.045; Inf],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],(0.025; Inf],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],(0.12; Inf],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],(0.105; Inf],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],(0.245; Inf],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],(0.0325; Inf],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(3.334;4.813],(9.5;18.5],(18.5;52.5],0
[-Inf;0.075],(0.075;1.77],(0.235;1.94],[-Inf;0.155],(0.045;0.335],[-Inf;0.075],[-Inf;0.01],(0.015; Inf],[-Inf;0.045],[-Inf;0.045],(0.045;1.825],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],(0.065;0.94],[-Inf;0.015],(0.115;1.195],[-Inf;0.075],(1.035;6.6],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],[-Inf;0.005],(0.0125;0.0555],[-Inf;0.0075],(1.063;2.2985],(5.5;9.5],(130.5;697],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],(0.44; Inf],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],[-Inf;1.063],[-Inf;5.5],[-Inf;18.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],(0.335; Inf],(0.265; Inf],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(2.805; Inf],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],(0.015; Inf],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(1.495; Inf],(0.12; Inf],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],[-Inf;0.125],(0.045; Inf],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],(0.195; Inf],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],(0.98; Inf],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(9.5;18.5],(52.5;130.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],(0.045;0.335],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],(0.045; Inf],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],(0.015; Inf],(0.115;1.195],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],(0.12; Inf],(0.005;0.44],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],(0.085;0.745],[-Inf;0.195],[-Inf;0.195],(0.085;1.625],(0.105; Inf],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],(0.015;0.125],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],(0.0725; Inf],(0.1105;0.2925],(0.0325; Inf],[-Inf;0.005],(0.0125;0.0555],[-Inf;0.0075],(2.2985;3.334],(18.5;55.5],(697; Inf],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],(0.045; Inf],[-Inf;0.045],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(1.195;1.785],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],(0.12; Inf],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],(0.085;1.625],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.2925; Inf],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(9.5;18.5],(52.5;130.5],0
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(0.115;1.195],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.2925; Inf],[-Inf;0.0325],(0.0795;0.3065],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],(9.5;18.5],(52.5;130.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],[-Inf;5.5],[-Inf;18.5],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],[-Inf;0.12],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],(5.5;9.5],(18.5;52.5],0
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],(0.045; Inf],[-Inf;0.045],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],(0.12; Inf],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],(0.085;1.625],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.2925; Inf],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(9.5;18.5],(52.5;130.5],0
(0.075;1.69],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],(0.335; Inf],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],(0.015; Inf],(0.115;1.195],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],[-Inf;0.12],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],(0.085;0.745],[-Inf;0.195],(0.195; Inf],[-Inf;0.085],(0.105; Inf],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],(0.125;0.575],(0.125; Inf],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.1105;0.2925],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(18.5;55.5],(130.5;697],0
[-Inf;0.075],[-Inf;0.075],[-Inf;0.235],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],(0.045; Inf],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(1.195;1.785],[-Inf;0.075],(1.035;6.6],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],[-Inf;0.12],(0.44; Inf],[-Inf;0.01],(0.125; Inf],(0.125; Inf],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],(0.085;1.625],(0.105; Inf],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],(1.025;1.455],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],(9.5;18.5],(18.5;52.5],0
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],(0.985;2.805],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],(0.115;1.195],[-Inf;0.075],(0.375;1.035],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(0.12;1.495],[-Inf;0.12],[-Inf;0.005],[-Inf;0.01],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],[-Inf;0.115],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],(0.085;0.98],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],(0.0725; Inf],[-Inf;0.002],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(1.063;2.2985],[-Inf;5.5],(18.5;52.5],0
[-Inf;0.075],[-Inf;0.075],(0.235;1.94],[-Inf;0.155],[-Inf;0.045],[-Inf;0.075],[-Inf;0.01],[-Inf;0.015],[-Inf;0.045],[-Inf;0.045],[-Inf;0.045],[-Inf;0.245],[-Inf;0.105],[-Inf;0.045],[-Inf;0.025],[-Inf;0.095],[-Inf;0.065],[-Inf;0.015],[-Inf;0.115],[-Inf;0.075],[-Inf;0.375],[-Inf;0.115],[-Inf;0.125],[-Inf;0.035],(1.495; Inf],(0.12; Inf],[-Inf;0.005],(0.01; Inf],[-Inf;0.125],[-Inf;0.125],[-Inf;0.045],[-Inf;0.045],[-Inf;0.085],[-Inf;0.195],[-Inf;0.195],[-Inf;0.085],[-Inf;0.105],[-Inf; Inf],(0.745; Inf],[-Inf;0.015],[-Inf;0.115],[-Inf;0.455],[-Inf;0.245],[-Inf;0.085],[-Inf;0.015],[-Inf;0.125],[-Inf; Inf],[-Inf;0.01],[-Inf;0.0725],(0.2925; Inf],[-Inf;0.0325],[-Inf;0.005],[-Inf;0.0125],[-Inf;0.0075],(2.2985;3.334],(18.5;55.5],(52.5;130.5],0
